Name,Category,Ingredients,Cooking Time (min),Instructions
Recipe 905,Dinner,"Onion, Eggs, Chocolate, Spinach",70,Step 1: Prepare Onion. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 906,Dessert,"Eggs, Flour, Spinach",84,Step 1: Prepare Eggs. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 907,Gluten-Free,"Rice, Beef, Onion",73,Step 1: Prepare Rice. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 908,Vegetarian,"Eggs, Tomato, Beef, Fish, Milk",86,Step 1: Prepare Eggs. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 909,Dinner,"Carrot, Sugar, Spinach",31,Step 1: Prepare Carrot. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 910,Dinner,"Rice, Flour, Beef, Eggs, Pork, Fish",86,Step 1: Prepare Rice. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 911,Dessert,"Fish, Sugar, Onion, Butter",71,Step 1: Prepare Fish. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 912,Dessert,"Onion, Garlic, Tomato, Mushroom, Eggs, Rice",72,Step 1: Prepare Onion. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 913,Gluten-Free,"Chocolate, Spinach, Pasta, Butter, Rice, Eggs, Fish",18,Step 1: Prepare Chocolate. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 914,Vegetarian,"Fish, Cheese, Flour, Sugar, Spinach, Onion",20,Step 1: Prepare Fish. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 915,Snacks,"Pasta, Milk, Tomato",62,Step 1: Prepare Pasta. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 916,Dinner,"Onion, Cheese, Potato, Flour, Chocolate, Mushroom",49,Step 1: Prepare Onion. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 917,Gluten-Free,"Sugar, Rice, Garlic, Flour, Eggs",11,Step 1: Prepare Sugar. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 918,Vegetarian,"Butter, Beef, Onion, Pasta",71,Step 1: Prepare Butter. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 919,Gluten-Free,"Garlic, Cheese, Spinach, Pork",70,Step 1: Prepare Garlic. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 920,Dessert,"Flour, Fish, Onion, Carrot",64,Step 1: Prepare Flour. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 921,Dinner,"Cheese, Pasta, Beef",50,Step 1: Prepare Cheese. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 922,Lunch,"Tomato, Onion, Carrot, Rice, Chicken, Beef, Fish",38,Step 1: Prepare Tomato. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 923,Gluten-Free,"Chicken, Chocolate, Pasta, Carrot, Rice, Flour, Beef",71,Step 1: Prepare Chicken. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 924,Dessert,"Tomato, Cheese, Butter",43,Step 1: Prepare Tomato. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 925,Vegan,"Spinach, Eggs, Milk, Tomato, Pasta, Butter, Cheese",57,Step 1: Prepare Spinach. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 926,Drinks,"Carrot, Rice, Potato, Sugar, Flour, Eggs, Onion",15,Step 1: Prepare Carrot. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 927,Gluten-Free,"Butter, Potato, Beef, Chicken, Sugar",19,Step 1: Prepare Butter. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 928,Drinks,"Carrot, Pasta, Milk, Rice",63,Step 1: Prepare Carrot. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 929,Vegetarian,"Fish, Sugar, Pork, Beef, Milk, Pasta, Garlic",42,Step 1: Prepare Fish. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 930,Dessert,"Pork, Potato, Chicken, Rice, Carrot, Onion",69,Step 1: Prepare Pork. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 931,Vegetarian,"Sugar, Fish, Carrot, Pork",38,Step 1: Prepare Sugar. Step 2: Add Fish. Step 3: Cook and serve.
Recipe 932,Lunch,"Milk, Mushroom, Potato, Chocolate, Carrot, Fish",88,Step 1: Prepare Milk. Step 2: Add Mushroom. Step 3: Cook and serve.
Recipe 933,Vegan,"Spinach, Sugar, Pork, Onion, Garlic",24,Step 1: Prepare Spinach. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 934,Vegan,"Butter, Rice, Cheese",64,Step 1: Prepare Butter. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 935,Dessert,"Sugar, Milk, Tomato",35,Step 1: Prepare Sugar. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 936,Lunch,"Tomato, Chocolate, Mushroom, Sugar, Garlic, Rice",52,Step 1: Prepare Tomato. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 937,Vegetarian,"Cheese, Rice, Eggs, Pasta, Onion",48,Step 1: Prepare Cheese. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 938,Drinks,"Pork, Potato, Carrot, Beef, Milk, Onion",39,Step 1: Prepare Pork. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 939,Vegetarian,"Mushroom, Garlic, Fish, Butter, Chocolate, Pasta",44,Step 1: Prepare Mushroom. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 940,Vegan,"Cheese, Spinach, Eggs, Onion, Pork, Fish",21,Step 1: Prepare Cheese. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 941,Vegetarian,"Potato, Chicken, Carrot, Garlic",14,Step 1: Prepare Potato. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 942,Vegan,"Onion, Flour, Garlic",47,Step 1: Prepare Onion. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 943,Drinks,"Carrot, Sugar, Eggs, Cheese, Potato, Mushroom",64,Step 1: Prepare Carrot. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 944,Vegan,"Fish, Rice, Sugar, Garlic, Pasta, Butter, Onion",77,Step 1: Prepare Fish. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 945,Vegan,"Butter, Pork, Onion, Carrot, Cheese",67,Step 1: Prepare Butter. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 946,Vegetarian,"Milk, Eggs, Flour",20,Step 1: Prepare Milk. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 947,Snacks,"Garlic, Spinach, Flour",28,Step 1: Prepare Garlic. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 948,Lunch,"Onion, Eggs, Rice",54,Step 1: Prepare Onion. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 949,Drinks,"Potato, Eggs, Onion",87,Step 1: Prepare Potato. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 950,Lunch,"Spinach, Onion, Eggs, Sugar, Rice, Milk, Potato",44,Step 1: Prepare Spinach. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 951,Drinks,"Mushroom, Onion, Chicken",46,Step 1: Prepare Mushroom. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 952,Breakfast,"Fish, Pork, Milk",62,Step 1: Prepare Fish. Step 2: Add Pork. Step 3: Cook and serve.
Recipe 953,Dinner,"Cheese, Eggs, Chocolate, Chicken",21,Step 1: Prepare Cheese. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 954,Dessert,"Garlic, Onion, Spinach",68,Step 1: Prepare Garlic. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 955,Dinner,"Chocolate, Flour, Pork",34,Step 1: Prepare Chocolate. Step 2: Add Flour. Step 3: Cook and serve.
Recipe 956,Breakfast,"Eggs, Butter, Rice, Flour, Cheese, Chocolate, Garlic",32,Step 1: Prepare Eggs. Step 2: Add Butter. Step 3: Cook and serve.
Recipe 957,Gluten-Free,"Potato, Sugar, Spinach, Chocolate",64,Step 1: Prepare Potato. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 958,Vegan,"Flour, Chocolate, Chicken, Mushroom, Potato, Tomato, Butter",62,Step 1: Prepare Flour. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 959,Drinks,"Chicken, Rice, Garlic, Beef, Sugar",45,Step 1: Prepare Chicken. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 960,Drinks,"Carrot, Tomato, Milk, Onion",32,Step 1: Prepare Carrot. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 961,Snacks,"Carrot, Potato, Chicken, Butter",21,Step 1: Prepare Carrot. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 962,Dessert,"Chocolate, Onion, Beef",73,Step 1: Prepare Chocolate. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 963,Dinner,"Eggs, Milk, Spinach, Rice, Pork, Carrot, Onion",26,Step 1: Prepare Eggs. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 964,Lunch,"Butter, Chicken, Rice",90,Step 1: Prepare Butter. Step 2: Add Chicken. Step 3: Cook and serve.
Recipe 965,Lunch,"Fish, Spinach, Pork",65,Step 1: Prepare Fish. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 966,Vegan,"Sugar, Onion, Mushroom, Spinach, Chocolate",53,Step 1: Prepare Sugar. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 967,Dessert,"Milk, Sugar, Cheese, Flour",28,Step 1: Prepare Milk. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 968,Drinks,"Flour, Sugar, Butter, Onion, Tomato, Fish, Cheese",89,Step 1: Prepare Flour. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 969,Drinks,"Milk, Rice, Butter, Pasta",69,Step 1: Prepare Milk. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 970,Vegetarian,"Flour, Spinach, Rice, Pasta, Cheese, Sugar",31,Step 1: Prepare Flour. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 971,Breakfast,"Fish, Chocolate, Pork, Milk",34,Step 1: Prepare Fish. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 972,Dinner,"Spinach, Onion, Eggs, Garlic, Chicken, Potato",66,Step 1: Prepare Spinach. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 973,Vegetarian,"Chocolate, Onion, Spinach",88,Step 1: Prepare Chocolate. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 974,Dinner,"Mushroom, Cheese, Carrot, Chicken",77,Step 1: Prepare Mushroom. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 975,Dessert,"Butter, Pasta, Beef, Mushroom, Milk",13,Step 1: Prepare Butter. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 976,Vegan,"Eggs, Carrot, Rice, Flour, Cheese, Chicken",63,Step 1: Prepare Eggs. Step 2: Add Carrot. Step 3: Cook and serve.
Recipe 977,Lunch,"Garlic, Cheese, Onion, Fish, Tomato, Chicken, Mushroom",71,Step 1: Prepare Garlic. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 978,Vegetarian,"Flour, Onion, Pork, Pasta, Rice, Mushroom",51,Step 1: Prepare Flour. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 979,Vegan,"Chicken, Cheese, Eggs",46,Step 1: Prepare Chicken. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 980,Breakfast,"Pork, Cheese, Milk",53,Step 1: Prepare Pork. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 981,Vegetarian,"Eggs, Garlic, Onion, Beef, Spinach",68,Step 1: Prepare Eggs. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 982,Breakfast,"Rice, Garlic, Pork, Milk, Chocolate",66,Step 1: Prepare Rice. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 983,Breakfast,"Pork, Potato, Carrot, Chicken",71,Step 1: Prepare Pork. Step 2: Add Potato. Step 3: Cook and serve.
Recipe 984,Gluten-Free,"Pasta, Garlic, Chocolate, Cheese, Chicken, Mushroom, Sugar",48,Step 1: Prepare Pasta. Step 2: Add Garlic. Step 3: Cook and serve.
Recipe 985,Dinner,"Pasta, Tomato, Butter, Milk, Fish, Pork",37,Step 1: Prepare Pasta. Step 2: Add Tomato. Step 3: Cook and serve.
Recipe 986,Breakfast,"Chocolate, Rice, Cheese",57,Step 1: Prepare Chocolate. Step 2: Add Rice. Step 3: Cook and serve.
Recipe 987,Dessert,"Sugar, Pasta, Onion",89,Step 1: Prepare Sugar. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 988,Drinks,"Pasta, Cheese, Tomato, Garlic, Chocolate, Carrot, Butter",68,Step 1: Prepare Pasta. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 989,Breakfast,"Fish, Spinach, Milk, Potato, Garlic",86,Step 1: Prepare Fish. Step 2: Add Spinach. Step 3: Cook and serve.
Recipe 990,Snacks,"Potato, Pasta, Eggs, Chicken",62,Step 1: Prepare Potato. Step 2: Add Pasta. Step 3: Cook and serve.
Recipe 991,Vegetarian,"Rice, Onion, Milk, Sugar, Chocolate, Butter",83,Step 1: Prepare Rice. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 992,Drinks,"Beef, Chocolate, Pork, Chicken, Fish",55,Step 1: Prepare Beef. Step 2: Add Chocolate. Step 3: Cook and serve.
Recipe 993,Breakfast,"Chocolate, Eggs, Sugar, Carrot",82,Step 1: Prepare Chocolate. Step 2: Add Eggs. Step 3: Cook and serve.
Recipe 994,Gluten-Free,"Fish, Sugar, Butter, Flour, Pork, Garlic, Chocolate",59,Step 1: Prepare Fish. Step 2: Add Sugar. Step 3: Cook and serve.
Recipe 995,Dessert,"Cheese, Milk, Pork, Rice, Spinach",89,Step 1: Prepare Cheese. Step 2: Add Milk. Step 3: Cook and serve.
Recipe 996,Dinner,"Mushroom, Carrot, Fish",66,Step 1: Prepare Mushroom. Step 2: Add Carrot. Step 3: Cook and serve.
Recipe 997,Gluten-Free,"Onion, Cheese, Carrot",43,Step 1: Prepare Onion. Step 2: Add Cheese. Step 3: Cook and serve.
Recipe 998,Dessert,"Rice, Onion, Butter, Chocolate, Beef",45,Step 1: Prepare Rice. Step 2: Add Onion. Step 3: Cook and serve.
Recipe 999,Gluten-Free,"Milk, Beef, Carrot, Rice",14,Step 1: Prepare Milk. Step 2: Add Beef. Step 3: Cook and serve.
Recipe 1000,Breakfast,"Beef, Rice, Mushroom, Flour, Eggs, Cheese",35,Step 1: Prepare Beef. Step 2: Add Rice. Step 3: Cook and serve.
